Date,Open,High,Low,Close,Adj Close,Volume
7/2/2020,10268.66992,10310.36035,10194.05957,10207.62988,10207.62988,4017530000
7/6/2020,10360.37988,10462.04981,10354.98047,10433.65039,10433.65039,4529480000
7/7/2020,10412.45996,10518.98047,10337.98047,10343.88965,10343.88965,4314110000
7/8/2020,10409.34961,10494.62988,10350.95996,10492.5,10492.5,3999180000
7/9/2020,10563.71973,10578.09961,10379.91016,10547.75,10547.75,3992920000
7/10/2020,10545.91016,10622.34961,10447.00977,10617.44043,10617.44043,3509810000
7/13/2020,10729.91992,10824.78027,10368.04004,10390.83984,10390.83984,4822050000
7/14/2020,10310.25,10497.83008,10182.45996,10488.58008,10488.58008,4419480000
7/15/2020,10576.71973,10604.66992,10420.54004,10550.49023,10550.49023,4610540000
7/16/2020,10443.87012,10499.79004,10364.38965,10473.83008,10473.83008,4237290000
7/17/2020,10500.51953,10532.62012,10421.20996,10503.19043,10503.19043,4334280000
7/20/2020,10526.01953,10783.79981,10488.04004,10767.08984,10767.08984,4274340000
7/21/2020,10837.87988,10839.92969,10650.45996,10680.36035,10680.36035,5311750000
7/22/2020,10687.58008,10745.32031,10627.4502,10706.12988,10706.12988,4074020000
7/23/2020,10689.5,10728.12012,10407.87012,10461.41992,10461.41992,4469470000
7/24/2020,10294.41016,10418.75,10217.30957,10363.17969,10363.17969,4205330000
7/27/2020,10421.7002,10546.44043,10399.86035,10536.26953,10536.26953,4209900000
